79,80,81	294,0.741613938349;476,0.702953670576;445,0.700145386809;412,0.692083631478;734,0.685071831935;408,0.677620152578;727,0.663852218533;289,0.66348804841;484,0.662362209144;1325,0.661724398857;216,0.660795185325;1176,0.65684974161;390,0.646930160492;283,0.645874903263;2002,0.643750274518;292,0.641118091663;444,0.640947318587;473,0.639522415878;956,0.637224684064;93,0.63701024536;675,0.635069606;284,0.632386630214;475,0.631234455946;2479,0.629817104442;54,0.624878917992;337,0.623176964975;3793,0.620606697689;464,0.620286891205;310,0.619510234335;714,0.612187462428;386,0.609252903333;95,0.608224943426;333,0.606054159084;131121,0.596485712113;536,0.592776407497;3541,0.591310991956;68,0.591147213325;1689,0.585903073205;789,0.585866861599;3320,0.585440365517;347,0.583102745021;531,0.582860213711;6608,0.582744534594;1346,0.58267366178;1593,0.580327994632;424,0.579339379273;428,0.578873279407;865,0.576762930544;3141,0.576327049355;427,0.575612154636;510,0.575534771593;51519,0.573751906068;1931,0.571608488663;268,0.571450462948;523,0.571132586683;328,0.570881645593;275,0.570684139091;863,0.570237678855;108,0.569693720393;984,0.568634833258;5994,0.568219193435;100,0.564481241503;3884,0.563820760298;87166,0.558862300275;4628,0.557042107749;688,0.556064821509;1367,0.552299120359;74578,0.550115092079;463,0.548219076235;4616,0.546715943757;505,0.545730294496;879,0.543581638853;69881,0.541107773226;92,0.537088363861;35282,0.536271914019;5552,0.535162735926;266,0.53338845929;1983,0.533273102767;1619,0.531884588026;113,0.530202282147;129,0.52937931924;1463,0.529348054908;3250,0.528196681266;151688,0.523734986105;182933,0.522412323377;10737,0.522021395519;979,0.519961292132;2473,0.519721478555;770,0.518603108096;440,0.518381510987;4134,0.518134355056;691,0.517657704658;436,0.5161243476;12434,0.5153950502;389,0.515333975911;509,0.515255092263;18045,0.513845390182;449,0.512302448339;18945,0.51172121408;2305,0.511008435416
130,131,132,133,134,135,136,137,138,139,140	294,0.387944496568;390,0.373079685414;473,0.366574152284;445,0.356168396209;734,0.352105696517;675,0.351319010602;1325,0.345857318349;3793,0.345631830596;476,0.343807290406;6608,0.339000929648;283,0.338636815691;412,0.337371111348;464,0.33682164633;54,0.331845837374;506,0.331449245191;424,0.330001761779;100,0.329975352355;3141,0.329413378888;408,0.327536400312;337,0.32517261871;347,0.324620115132;3541,0.322073325484;216,0.317788636538;289,0.317319615562;275,0.317010788714;484,0.316310485168;463,0.313156441877;1176,0.311348923158;1195,0.309898935694;95,0.305324179716;727,0.30514964386;1346,0.304732895647;505,0.304288580546;979,0.303777851008;1092,0.30346685773;427,0.301881264138;4708,0.301736875393;123,0.301098724787;223,0.300626086471;536,0.300518035152;462,0.300394072214;386,0.299879715888;108,0.299390705146;475,0.299346585945;284,0.299198865623;714,0.298251566527;458,0.29806572074;1448,0.297554153878;2479,0.29640091035;1689,0.295587367217;118778,0.29507124849;1688,0.294021036254;80,0.292920118829;5994,0.292572081007;433,0.291018705824;75665,0.290524056417;10737,0.289682924259;292,0.289473010736;8305,0.289328432669;4134,0.289094979599;1013,0.289018387051;28064,0.288179281039;93,0.287934549787;389,0.287926325369;295,0.287734710401;22520,0.287254169059;1984,0.286895278778;729,0.28587292772;2422,0.285845075377;3320,0.285631169153;984,0.28480597096;82,0.28388826585;35282,0.283730015409;1449,0.283211659133;444,0.283146916988;28912,0.28297494796;3250,0.282803562015;328,0.281940360002;51519,0.281126157763;1931,0.281045940002;12434,0.280569726776;3661,0.280115303841;92,0.279821922053;1466,0.277901567974;1723,0.277575808084;1463,0.277362126496;308,0.277124366364;58,0.276991035908;82786,0.27634907865;789,0.276218576412;1142,0.27620014232;74578,0.276091054759;63032,0.275983113393;894,0.275612581032;3467,0.275085731647;129,0.274453362327;16705,0.271827704205;1862,0.271590570511;863,0.271222029781;849,0.271013312191
286,287,288	294,0.803134746017;476,0.791996790098;408,0.769628175645;412,0.764229291493;445,0.763356519073;283,0.754129057958;734,0.753431687451;1325,0.750979202868;727,0.749888340151;390,0.747698518182;473,0.739958043751;675,0.738637086641;1176,0.736209141361;289,0.735160546482;3793,0.733727226337;292,0.731778919427;93,0.731661584478;444,0.731433561326;536,0.731277714044;54,0.729126573369;275,0.727368948269;475,0.725960552658;484,0.722310259493;337,0.719441257595;216,0.718916927894;310,0.717620980019;6608,0.716189509111;95,0.712572914206;424,0.712492934326;284,0.712007765371;3541,0.711202516107;3141,0.709337329092;789,0.707857454342;108,0.705954094819;328,0.703217334424;464,0.702755130483;68,0.702449446559;1689,0.700483092636;956,0.699401508005;714,0.698594896635;268,0.697785371786;386,0.697342478258;100,0.696892733548;92,0.695480799285;129,0.695227979907;131121,0.694790586943;333,0.686148251364;463,0.683599510036;347,0.67869903574;74578,0.67788967402;51519,0.677470604693;510,0.676537821056;427,0.676238386352;428,0.676015872803;865,0.675987687467;863,0.675459737307;984,0.674755963876;266,0.674104107956;2479,0.67369115858;2002,0.672061576671;69881,0.671506961186;531,0.671140542929;3884,0.670594876567;2422,0.670440968108;1593,0.670093407268;1346,0.669316797514;87166,0.666897734094;770,0.664009310901;162,0.663624668259;72514,0.662813731063;523,0.66177915314;1931,0.661557360864;979,0.66138338131;1619,0.659563290208;389,0.659324901312;436,0.658160366861;3320,0.656186026386;505,0.655419805073;113,0.655224467491;4628,0.655054424965;4134,0.654009613523;182933,0.653499828964;10737,0.652994662037;35282,0.651268962067;1448,0.651014255771;1983,0.650644431587;462,0.64937707346;506,0.648853182147;1862,0.648147228849;440,0.647388203952;75665,0.646873999113;452,0.646488152799;688,0.645697874947;151688,0.643928586644;2473,0.641109204829;2305,0.640986178055;893,0.640785894149;1092,0.639340521749;21345,0.638774066168;12434,0.638126874214
289,290,154,100,291,292,293,294	294,0.805246465689;412,0.783690702937;1325,0.778659338417;445,0.778278476425;476,0.777222736043;484,0.762435121618;408,0.760944262833;727,0.758674166592;2002,0.756608985895;1176,0.755434207857;390,0.754302574125;216,0.754134826951;444,0.753704754003;292,0.750412345173;956,0.749836576895;310,0.74564846689;734,0.742500722487;131121,0.741810181435;289,0.740784962139;3793,0.74030107628;675,0.737484215493;464,0.736717871794;337,0.73595129656;284,0.734055534361;95,0.733652621465;54,0.732659412618;475,0.729181909883;283,0.724898435952;347,0.724663272531;536,0.722906176108;333,0.722484499536;789,0.718778779397;93,0.717646706196;3541,0.717124766794;424,0.717112699611;427,0.716832309877;510,0.712917624242;523,0.71126027235;714,0.70920166267;531,0.709157370644;1593,0.704159840441;3320,0.704147448359;473,0.702332438174;386,0.700929071547;68,0.700449151761;3884,0.69416229166;51519,0.692298443867;2479,0.690842611178;3141,0.688408974421;984,0.688249928415;428,0.687324299025;4628,0.68626989619;865,0.686038584814;1689,0.684173025774;268,0.683818684144;6608,0.683082005994;879,0.676782613091;1931,0.675288821559;69881,0.673599116617;688,0.672286540042;129,0.671397916309;328,0.671134530886;1376,0.669477329355;1346,0.667095602892;1463,0.666787905155;863,0.665146599788;108,0.664612180633;100,0.664167829419;87166,0.661342385989;72514,0.661266008892;4616,0.658727805973;4134,0.657594085186;151688,0.655845114267;27892,0.655528739951;74578,0.650491263705;1983,0.649847535582;38322,0.647964626263;770,0.646231238241;463,0.646078905261;5552,0.642665179984;3250,0.642526453773;440,0.642373682205;64572,0.642324358659;505,0.641335994483;900,0.640554203237;1619,0.640221337338;275,0.639615683618;182933,0.638507732525;979,0.63703594891;389,0.636775872826;1367,0.636570062695;691,0.636524349427;35282,0.636277648301;266,0.634413520442;2473,0.634104907273;75665,0.634010600658;5994,0.630381201425;223,0.630039743247;34395,0.629366711595;92,0.628950758111
318,428,429	294,0.74577702204;476,0.718285767982;412,0.715740105314;445,0.694813325037;408,0.688504600573;1325,0.68400917707;484,0.672955511096;216,0.672430541775;734,0.667684782335;675,0.663017181346;473,0.656728254088;289,0.6538256898;390,0.652169190737;292,0.652064017074;727,0.651926882317;475,0.649146233598;283,0.648642329672;1176,0.646557881305;54,0.645139027966;444,0.640989099641;95,0.63987552184;3793,0.638334615392;284,0.637993779872;464,0.636582514479;337,0.633388783267;93,0.630688557762;347,0.629907275438;536,0.626961049299;424,0.625078900727;108,0.614485420984;3141,0.612867346425;310,0.609573600248;427,0.609392662992;100,0.605266980601;1346,0.603592630617;3541,0.603271602067;6608,0.602768749254;333,0.598762606392;68,0.598372344345;984,0.597327237837;1689,0.591557316764;2479,0.584537203055;789,0.581675232825;865,0.577583610871;5994,0.572987555751;275,0.571569423303;428,0.571403628253;328,0.569692529543;3320,0.569388171626;74578,0.568553359338;714,0.568363845941;956,0.562657818346;51519,0.561827336008;1593,0.55917429573;386,0.556821627953;510,0.556547396077;4628,0.555042108242;531,0.554909251068;3884,0.552115623519;268,0.551651497521;505,0.551307302759;1931,0.547150244345;863,0.546323410239;523,0.545575646499;2002,0.543807486246;3250,0.539585983635;92,0.538010151558;979,0.536089389332;129,0.53575359043;770,0.534575846109;1463,0.53334369527;131121,0.532929089011;35282,0.532631144937;900,0.531627674567;12434,0.529191844893;10737,0.528652816946;1619,0.526375657649;2473,0.524620245427;463,0.523803108928;389,0.523266212745;27892,0.521984884012;433,0.520681941666;266,0.519919962546;2146,0.517732705005;1198,0.516221185683;151688,0.514299351774;75665,0.513726025832;223,0.512649265409;1466,0.512006954232;879,0.511998748423;506,0.50973012378;4134,0.508328427393;65579,0.50750314554;162,0.506986073973;1983,0.506881554981;113,0.506602231361;87166,0.505385816397;1092,0.502901670544;8305,0.502853139069;1376,0.502107712063
164,347,430,431	294,0.803734367162;445,0.774918319627;476,0.770949713639;412,0.764094567111;727,0.748366934447;390,0.747582910832;408,0.745587553827;734,0.745098929901;484,0.742240214753;1325,0.740282099206;54,0.737787038738;1176,0.737463328403;292,0.735033730883;131121,0.731759287862;289,0.730619734454;675,0.724403162501;216,0.723250441141;444,0.721623953468;93,0.719409097791;536,0.718765935799;283,0.716519730559;337,0.715915549406;310,0.715358668247;475,0.70672999497;789,0.704413799378;3793,0.703437991275;473,0.700567072455;3141,0.699639597569;956,0.699444287865;68,0.699370429655;2002,0.699195955895;464,0.69789551936;95,0.697246849778;275,0.69250525303;3320,0.692315673509;284,0.690954461197;424,0.690319839205;386,0.689631786676;6608,0.689489966301;328,0.687838246216;333,0.686451135156;347,0.683518929767;3541,0.683400863003;1689,0.682154128159;427,0.681711037294;3884,0.681641867169;100,0.676715553011;268,0.675938885567;865,0.675736887543;35282,0.675169182803;4628,0.673872110936;523,0.673378877101;714,0.671756368124;1593,0.671531205479;984,0.668350440748;2479,0.666850277079;1931,0.666285883469;531,0.665449718378;129,0.662856663763;4134,0.660551454926;428,0.659084556793;182933,0.657811026725;863,0.653875307199;463,0.651459637359;1346,0.651405324134;688,0.649709657393;69881,0.649619280371;108,0.647116451055;87166,0.645151076912;770,0.64335486888;1619,0.641334815379;510,0.640771323637;18045,0.640416653347;440,0.639439677975;92,0.638485747459;72514,0.638268452098;879,0.638128801167;979,0.637555543712;1198,0.636912123646;5994,0.636442017957;51519,0.634820369847;74578,0.63307457173;266,0.631078838423;1463,0.628849292611;12434,0.62841147247;436,0.624339052444;1983,0.624001453165;151688,0.622628132479;2473,0.622522488096;894,0.620483077041;10737,0.620254980617;900,0.61984200773;1376,0.619710410263;433,0.616120536339;1367,0.615240412678;1862,0.615075973409;389,0.614478685756;8305,0.614343859022;4616,0.612888841826;18945,0.612815847597
458,459,460,12,461,462,463,464,38,465,466,467,468,469,317,26,470,471,472	294,0.702577027861;412,0.647893800378;408,0.64637764235;476,0.645810076596;445,0.64313808467;473,0.636628390069;390,0.632043614487;1325,0.628293033859;3793,0.628134497707;292,0.618487305409;54,0.61756980357;475,0.612734560161;464,0.612353970924;675,0.610978954147;216,0.610058353131;6608,0.609175708585;100,0.608208922287;734,0.607604806747;289,0.600399694066;727,0.600214204262;95,0.59918320556;789,0.59722623271;484,0.592560330417;1176,0.591383147807;347,0.591070758602;275,0.589525339512;427,0.588776758101;337,0.588664275146;444,0.587105537805;283,0.581731440264;3141,0.581423886914;1346,0.581266256504;536,0.58065089552;424,0.579487921873;714,0.576633401723;93,0.575790524114;3250,0.571503288204;3541,0.568259481469;328,0.565971462572;333,0.565107604956;979,0.564062527859;386,0.558991976497;2002,0.557857990516;2479,0.557457539347;108,0.555580330943;3320,0.554821185621;310,0.554809290191;984,0.552793709591;284,0.55263777829;10737,0.552547769002;1448,0.550906255226;389,0.550447914227;1689,0.550169517001;51519,0.549921301893;506,0.548741610676;74578,0.548661258384;863,0.548030868653;1092,0.547095393002;1862,0.543402432835;1931,0.542479133354;129,0.541371061523;223,0.539638743232;131121,0.538149291507;92,0.538123395807;1593,0.537618507256;1013,0.537529012503;865,0.536477447401;428,0.534688344003;5994,0.533703564935;3884,0.533396410689;58,0.531266207217;505,0.530001246138;68,0.529436943162;4134,0.529206502181;268,0.528470843664;8305,0.526314613625;1463,0.524565348569;956,0.524312247515;462,0.522573865243;278,0.521865732913;332,0.521326454603;35282,0.520390116848;151688,0.519772956152;237,0.519436707665;2305,0.518933254322;123,0.517857716209;879,0.517714578196;463,0.517352508548;80,0.516456274006;729,0.515504677579;12434,0.515243409454;266,0.514592153391;1466,0.514398152583;2047,0.514091201453;75665,0.513267933134;22520,0.512840023402;433,0.512585737536;2473,0.512434108892;113,0.512056025128;2422,0.510561727757
163,474,475	294,0.799580149263;476,0.782765249206;412,0.778092398109;484,0.769549054513;445,0.768114379878;727,0.759956584596;1325,0.759102237721;408,0.753600643037;292,0.749687127756;1176,0.745411453372;444,0.740418883598;390,0.737543547456;216,0.737395443737;734,0.736052540868;310,0.735450360945;54,0.729368478433;337,0.727697899168;3793,0.725885403005;289,0.724395939347;283,0.723383564859;3541,0.723254974678;675,0.72014347115;464,0.717722644477;95,0.71407063253;2002,0.713996634986;475,0.712314296024;93,0.710915751187;284,0.708938778033;789,0.708606763123;536,0.708534550581;956,0.707668424515;473,0.706865374551;131121,0.706672608191;424,0.703889878255;386,0.703372930876;3320,0.702992513183;68,0.701253010317;268,0.69989655929;1593,0.697797463492;531,0.696487330663;3141,0.689319671022;2479,0.689129788069;333,0.688435643972;523,0.686199861775;3884,0.684204630943;1689,0.682102173536;129,0.681083181741;428,0.679159698087;510,0.67783493054;347,0.677407018904;714,0.677100980771;6608,0.675799783082;328,0.673966680247;108,0.672950526171;427,0.672606577106;688,0.671663205133;984,0.670826486693;4628,0.669647948437;100,0.668683123572;865,0.665041834366;463,0.663825137316;1346,0.663021402883;87166,0.661884126752;69881,0.661550287748;72514,0.66095532753;275,0.66078699555;51519,0.659582053766;182933,0.659429200526;863,0.658782647802;879,0.657926025814;1983,0.651846374916;691,0.6506779634;1376,0.646866646778;1931,0.644065471455;74578,0.643493862198;440,0.641728733037;505,0.638862343788;509,0.638754137426;389,0.636851003727;2473,0.633938954508;223,0.633897693042;27892,0.633385738321;979,0.632916952676;452,0.632654809822;266,0.631749678841;1463,0.629214370528;770,0.628648553865;4616,0.628584057043;5994,0.627394855495;18045,0.627237013652;151688,0.626901995925;1619,0.625287317909;92,0.625227599301;4134,0.624493137659;35282,0.622556256909;5552,0.622016373911;1367,0.621021185473;34395,0.620854958335;433,0.620827661458;900,0.620640996558
310,477,478	294,0.731699779238;412,0.718507361421;476,0.716259300547;445,0.698109515555;408,0.697478927757;734,0.688206060835;292,0.680082491902;289,0.676768544507;1176,0.673871285685;473,0.670790106463;283,0.670740639754;727,0.669393823425;390,0.669046587642;1325,0.66884097241;484,0.668678647004;216,0.665234066646;475,0.663492692896;310,0.659265442112;54,0.656870538344;536,0.651784473544;95,0.64718981154;284,0.646787659251;444,0.64238419833;675,0.640569024637;93,0.640365055892;347,0.638845731423;337,0.636821462227;3793,0.631900838969;464,0.627700944139;6608,0.624165884469;333,0.62128515302;108,0.621022700516;2479,0.620417323515;3541,0.619835343301;789,0.614993020623;984,0.614116210844;3141,0.61222117659;1689,0.610652757763;956,0.610295211617;428,0.605707515645;3320,0.605155292622;2002,0.604186512577;386,0.603054061682;424,0.602528418414;131121,0.60183966661;427,0.60093930971;714,0.600344929658;1593,0.600261387473;68,0.593567958344;328,0.591204389414;865,0.590601777538;531,0.586592044299;100,0.583868438603;688,0.582473438507;129,0.582206729068;74578,0.579994861167;510,0.578059380205;275,0.577735731427;3884,0.577624161797;1346,0.577202256026;4628,0.576583039493;51519,0.573948879984;863,0.572518867097;463,0.570853128247;505,0.570232011287;1931,0.57000330663;1463,0.568004562197;523,0.56788894382;4134,0.567609930116;151688,0.567216455922;1619,0.566714916661;87166,0.564915216449;5994,0.563092621848;182933,0.561513610525;268,0.560927545772;69881,0.559144704927;35282,0.558806900731;440,0.55648246266;10737,0.555984339187;506,0.555532389694;1376,0.552073439345;1983,0.549974005062;389,0.548774841598;879,0.548705560205;266,0.548572128429;979,0.546397039143;18945,0.546287326313;18045,0.54478556464;113,0.544769001797;2305,0.544496055413;5552,0.544478777553;12434,0.543951261791;223,0.543907080811;1367,0.542530370559;433,0.541520447759;75665,0.541490188565;3250,0.538268700904;92,0.537672121453;8305,0.537418800245;226,0.536836962017
310,480,481	294,0.747016986667;476,0.723266475339;445,0.72317786252;408,0.706254815099;412,0.701276510335;484,0.69587236494;734,0.689507984504;292,0.687412255877;473,0.67798653693;1325,0.677514558665;283,0.676796264137;1176,0.676624867571;444,0.670132277351;289,0.668806883972;284,0.665738441958;310,0.665018199821;390,0.663101993289;727,0.65856145906;675,0.656682029158;536,0.656256015468;3793,0.653874281969;347,0.653770537442;216,0.652146596824;54,0.650506752634;337,0.647979378005;93,0.646209476257;464,0.644097499403;475,0.643367437254;95,0.63814281273;3541,0.631250286748;789,0.631021274536;956,0.626189558738;2002,0.625605077934;6608,0.620119914175;333,0.616955671436;131121,0.616773348864;1689,0.61012322093;3141,0.610069171791;3320,0.609716765316;1593,0.609359349324;268,0.604719935937;714,0.60464940853;427,0.603695494363;386,0.603269533571;531,0.602864251231;68,0.600367303356;863,0.599370443126;328,0.598998337132;428,0.59753388909;129,0.594156994712;523,0.59411220849;424,0.591646387101;275,0.591534086922;510,0.591511331939;51519,0.590301630717;1346,0.589157159911;865,0.588736017655;3884,0.586799028083;1619,0.585959811047;100,0.585474150561;108,0.583241729206;18045,0.579028426809;463,0.57857563993;984,0.5780416147;688,0.57801208746;2479,0.577824712428;72514,0.573436124706;87166,0.571929961253;151688,0.570957470531;1367,0.570889092441;879,0.569726296762;4628,0.567411612605;440,0.566995881894;1983,0.56358989889;92,0.563031179163;182933,0.562236796686;4134,0.561749888744;1376,0.561467198334;69881,0.56094200175;4616,0.55864477886;5994,0.557255373964;3250,0.556057471949;74578,0.550824085231;770,0.550818518158;1463,0.549051498125;979,0.548240326875;18945,0.547263236866;389,0.54570503393;1931,0.545691513261;35282,0.544565383828;266,0.54413635453;64572,0.543839307206;113,0.543484879649;900,0.542462505293;505,0.54099601305;433,0.539765107959;1862,0.537544140842;1448,0.534213889318;12434,0.53321342039;38322,0.532995214848
